mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_split,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.4020299911499023,0.30523459183050144,0.025328350067138673,0.009692472200053181,5,sqrt,5,50,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 50}",0.950989717767216,0.9914583656017278,0.952727140075492,0.950492728071519,0.9685402191732705,0.9628416341378451,0.015790234855192375,5
5.803910923004151,0.9971647414956547,0.03671393394470215,0.0037096004834470233,5,sqrt,5,100,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 100}",0.9427968919027275,0.9823878616172539,0.9615994693836413,0.9590946475480543,0.9690463808065531,0.9629850502516459,0.012944694836450292,4
12.250373363494873,1.2428279724906957,0.04503512382507324,0.015452333355293483,5,sqrt,5,200,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 200}",0.942550827200141,0.9829036862060231,0.9618495928029797,0.950492728071519,0.9685402191732705,0.9612674106907866,0.01405535755869713,9
2.74594783782959,0.2807754371031056,0.027800321578979492,0.004526036848529815,5,log2,2,50,"{'clf__max_depth': 5, 'clf__max_features': 'log2', 'clf__min_samples_split': 2, 'clf__n_estimators': 50}",0.9423046982425043,0.9914583656017278,0.9615994693836413,0.9583419243601181,0.9698051279259085,0.96470191710278,0.0160851509112842,1
4.951770496368408,0.438978045925442,0.030107498168945312,0.009502359735258557,5,log2,2,100,"{'clf__max_depth': 5, 'clf__max_features': 'log2', 'clf__min_samples_split': 2, 'clf__n_estimators': 100}",0.9415659253353306,0.9914583656017278,0.9522310571779811,0.9585928977634937,0.9687933330464465,0.962528315784996,0.016953708071526963,6
9.106660079956054,1.3932286381224874,0.06123476028442383,0.019671979941176095,5,log2,2,200,"{'clf__max_depth': 5, 'clf__max_features': 'log2', 'clf__min_samples_split': 2, 'clf__n_estimators': 200}",0.941812247360561,0.9906782015210954,0.9610990272631564,0.9499954783759278,0.9690463808065531,0.9625262670654587,0.016871108960356554,7
1.7969779014587401,0.28418037634673077,0.017736005783081054,0.00512129933073784,5,log2,5,50,"{'clf__max_depth': 5, 'clf__max_features': 'log2', 'clf__min_samples_split': 5, 'clf__n_estimators': 50}",0.942550827200141,0.9823878616172539,0.9618495928029797,0.9502441357492153,0.9698051279259085,0.9613675090590996,0.014078906125967685,8
3.8648260593414308,0.8215981600517078,0.029749250411987303,0.011099506167465833,5,log2,5,100,"{'clf__max_depth': 5, 'clf__max_features': 'log2', 'clf__min_samples_split': 5, 'clf__n_estimators': 100}",0.941812247360561,0.9821298477292537,0.9608487084603009,0.9671138910958292,0.9690463808065531,0.9641902150904995,0.01315978535038623,3
8.271668100357056,1.1373395276107647,0.04805941581726074,0.012337824408124282,5,log2,5,200,"{'clf__max_depth': 5, 'clf__max_features': 'log2', 'clf__min_samples_split': 5, 'clf__n_estimators': 200}",0.9420585049794539,0.9823878616172539,0.9610990272631564,0.9499954783759278,0.9682870391351784,0.9607655822741942,0.014072358308062362,12
2.851191520690918,0.6688774690118068,0.02316141128540039,0.006290420123541124,10,sqrt,2,50,"{'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 50}",0.9362176223646491,0.9442719335742658,0.9013639912230461,0.9359744173670751,0.9636613993276092,0.936297872771329,0.02016350849847792,23
6.003872537612915,1.3503998848854366,0.03132853507995605,0.01425527628161936,10,sqrt,2,100,"{'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 100}",0.9452540159339051,0.952727140075492,0.9202896227225001,0.9362176223646491,0.9639114087751487,0.943679961974339,0.014808342242682402,13
12.544432973861694,2.0656166751535068,0.0564152717590332,0.018327764425831852,10,sqrt,2,200,"{'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 2, 'clf__n_estimators': 200}",0.9275841585182558,0.9620996511960781,0.9112225087656142,0.9362176223646491,0.9636613993276092,0.9401570680344413,0.02022244570428137,21
2.8947422981262205,0.22265148323137893,0.02320971488952637,0.004714612954844874,10,sqrt,5,50,"{'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 50}",0.9362176223646491,0.9529750846834829,0.9107509835031143,0.9357311491583225,0.9636613993276092,0.9398672478074357,0.017978659344239034,22
5.890406465530395,0.8959740352687805,0.035707855224609376,0.010157164262623117,10,sqrt,5,100,"{'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 100}",0.9452540159339051,0.9532229647981403,0.9109867766419526,0.9359744173670751,0.9636613993276092,0.9418199148137365,0.017909356745228665,18
13.685090398788452,2.540296051266352,0.07065119743347167,0.013691695636154333,10,sqrt,5,200,"{'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_split': 5, 'clf__n_estimators': 200}",0.9362176223646491,0.9618495928029797,0.9198134055507823,0.9359744173670751,0.9636613993276092,0.943503287482619,0.01681613332151791,14
2.333905744552612,0.30906159464985494,0.022681617736816408,0.0048144574621276056,10,log2,2,50,"{'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_split': 2, 'clf__n_estimators': 50}",0.9188602307812327,0.9539662186847879,0.9020642611651776,0.9452540159339051,0.9554186316960928,0.9351126716522392,0.021104380506602273,24
4.802563047409057,0.9253468324598626,0.03360538482666016,0.008160739289991944,10,log2,2,100,"{'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_split': 2, 'clf__n_estimators': 100}",0.9275841585182558,0.9539662186847879,0.9112225087656142,0.9450085910262415,0.9639114087751487,0.9403385771540096,0.01883412151936262,19
10.000173234939576,0.5938846871980931,0.05304374694824219,0.010294788716298747,10,log2,2,200,"{'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_split': 2, 'clf__n_estimators': 200}",0.9275841585182558,0.9539662186847879,0.9205276389227097,0.9450085910262415,0.9639114087751487,0.9421996031854286,0.01613091077893094,15
2.584665584564209,0.16977550379357897,0.02633194923400879,0.0033653508106560137,10,log2,5,50,"{'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_split': 5, 'clf__n_estimators': 50}",0.9359744173670751,0.9450085910262415,0.9200515449477952,0.9364607642002937,0.9639114087751487,0.9402813452633108,0.014304670862656944,20
5.525827693939209,0.5497393966155174,0.02984004020690918,0.008964323594680986,10,log2,5,100,"{'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_split': 5, 'clf__n_estimators': 100}",0.9362176223646491,0.9534707804697645,0.9202896227225001,0.9364607642002937,0.9639114087751487,0.9420700397064712,0.015146772707007376,17
8.170766592025757,0.5015332707110409,0.0325129508972168,0.001325487985661562,10,log2,5,200,"{'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_split': 5, 'clf__n_estimators': 200}",0.9357311491583225,0.9450085910262415,0.9292682706841677,0.9364607642002937,0.9639114087751487,0.9420760367688347,0.012010088276239622,16
