0.0086262	0.055227	0.034588	0.035337	0.056569	0.060774	0.01328	0.032708	0.028009	0.01298	0.016547	0.0043128	0.014405	0.0060301	0.0040802	0.0031749	0.0027995	0.0028785	0.0025189	0.0019728	0.0021175	0.0037754	0.0021898	0.00085995	0.001051	0.00079825	0.0011153	0.0010843	0.0010217	0.0013319	0.00049942	0.00042559	0.00040114	0.00047873	0.00015976	6.4804e-05	0.00016618	0.00018359	0.00019175	0.00026353	0.00025522	0.00020455	0.00020043	0.00021979	0.00014678	0.00011451	2.0869e-05	2.7548e-05	2.0095e-05	2.1601e-05	2.4364e-05	2.3909e-05	4.1598e-05	2.8608e-05	3.5965e-05	3.5431e-05	3.5667e-05	3.8667e-05	4.4395e-05	3.2985e-05	3.6135e-05	4.9055e-05	3.8571e-05	2.8386e-05
0.15908	0.10865	0.0093254	0.020439	0.0043358	0.0043632	0.00076646	0.00040703	0.0017871	0.0013088	5.2899e-05	2.3231e-05	2.5032e-05	2.2208e-05	1.4489e-05	1.8155e-05	9.2217e-06	2.5415e-05	2.0528e-05	5.5367e-05	3.3877e-05	7.4703e-05	0.00020898	5.0052e-05	8.9112e-06	2.1134e-05	2.4984e-05	3.9992e-05	2.0468e-05	1.4785e-05	1.1935e-05	2.1321e-05	1.7324e-05	2.8589e-05	3.5478e-05	3.395e-05	2.6679e-05	1.7329e-05	2.6392e-05	2.2108e-05	2.1988e-05	1.8149e-05	1.1061e-05	2.0032e-05	2.7351e-05	2.2346e-05	2.2392e-05	2.2058e-05	1.3708e-05	2.7905e-05	2.1882e-05	2.1432e-05	2.102e-05	3.4442e-05	3.6492e-05	3.2877e-05	3.839e-05	2.3172e-05	2.5102e-05	2.6029e-05	5.2642e-05	5.7615e-05	3.2059e-05	3.4838e-05
0.00079286	0.079597	0.011858	0.057057	0.015856	0.085294	0.018889	0.022716	0.0062883	0.025436	0.0041316	0.017438	0.0048359	0.0076925	0.0073509	0.0039825	0.011646	0.0016074	0.0016227	0.0014312	0.00069228	0.0029583	0.0040713	0.0013267	0.0026894	0.0013272	0.0018905	0.00094061	0.0028648	0.0020438	0.0005137	0.00013052	0.00029378	0.00029066	0.00028678	0.00011688	7.8436e-05	0.00012275	0.00013338	0.00017601	0.00025902	0.00024423	0.00019721	0.00022668	7.8673e-05	0.00010214	1.1387e-05	1.6294e-05	1.8654e-05	1.8188e-05	1.5546e-05	1.4891e-05	1.7287e-05	1.2356e-05	1.3832e-05	1.8538e-05	3.3696e-05	2.2884e-05	1.784e-05	2.7086e-05	2.0406e-05	2.4525e-05	1.7728e-05	1.7501e-05
0.0020618	0.070245	0.036335	0.023428	0.03975	0.014788	0.075922	0.015947	0.024594	0.023422	0.012494	0.0077814	0.0051468	0.0092245	0.0034119	0.0028353	0.0017824	0.0049588	0.0027385	0.0066038	0.0025345	0.0046501	0.0020537	0.0025105	0.0020784	0.0033683	0.001922	0.00082317	0.0011027	0.00067862	0.00076275	0.00053076	0.00031621	0.00041933	0.00058496	0.00034208	0.00016714	0.00016261	0.00026675	5.8463e-05	0.00014376	8.6124e-05	8.7855e-05	6.3645e-05	0.00015582	0.0001808	1.0829e-05	1.0824e-05	1.4683e-05	1.3219e-05	2.0614e-05	2.9632e-05	1.5648e-05	2.1181e-05	2.218e-05	2.7782e-05	3.8198e-05	2.8199e-05	2.879e-05	3.0938e-05	2.5551e-05	3.5578e-05	2.4059e-05	3.5589e-05
0.13344	0.087077	0.0066146	0.0045654	0.010461	0.0073085	0.0075162	0.01382	0.017236	0.022516	0.010336	0.001418	0.0001671	0.00011347	0.00011307	8.0619e-05	0.0001307	0.00016799	0.00051934	0.00023329	0.0004557	0.00042724	0.00034186	0.0002976	0.00014406	0.00019502	0.00021919	0.00020277	0.00014922	8.3071e-05	5.9827e-05	2.9617e-05	2.4073e-05	2.7507e-05	3.8385e-05	3.0636e-05	8.1868e-05	3.4365e-05	3.3761e-05	3.2564e-05	4.1929e-05	2.751e-05	3.4737e-05	7.3269e-05	4.9111e-05	3.9024e-05	1.7201e-05	8.2467e-06	1.6475e-05	3.1532e-05	1.3211e-05	2.112e-05	1.9289e-05	1.9243e-05	1.5523e-05	1.7392e-05	1.5638e-05	2.1471e-05	1.5505e-05	2.1562e-05	2.5352e-05	1.7941e-05	1.668e-05	2.718e-05
0.00093928	0.022848	0.06643	0.02517	0.049988	0.050406	0.030601	0.025085	0.0074432	0.0035749	0.024683	0.0009574	0.0070637	0.0014789	0.0018836	0.011807	0.0032931	0.003221	0.0015838	0.0035435	0.010939	0.0012477	0.0009737	0.003092	0.00041968	0.0017814	0.00066009	0.000923	0.0029125	0.00065682	0.0020898	0.00028388	0.00030187	0.002812	0.00036257	0.00018644	0.00016736	0.00012428	0.0010231	0.00040334	0.00086388	0.00043812	5.7877e-05	0.00016744	5.7718e-05	2.2326e-05	5.4258e-05	2.8904e-05	5.0076e-05	3.8087e-05	5.0132e-05	4.7929e-05	5.3064e-05	3.9592e-05	3.9827e-05	9.4805e-05	8.6403e-05	0.00010072	8.5784e-05	9.6244e-05	4.3916e-05	6.1149e-05	6.4938e-05	8.4835e-05
0.167	0.088197	0.018413	0.0077202	0.014934	0.010036	0.010128	0.0029803	0.0034322	0.0020258	0.0033699	0.00055513	0.0002632	0.00013244	0.00012828	0.00011167	3.6191e-05	2.9736e-05	5.4547e-05	3.5927e-05	3.1933e-05	2.0998e-05	0.00014529	0.00026968	0.00019446	0.00016329	2.3365e-05	2.5369e-05	4.7786e-05	8.2e-05	3.972e-05	3.4667e-05	2.2488e-05	2.6612e-05	3.2374e-05	3.6534e-05	7.0849e-05	2.0974e-05	1.7232e-05	1.6746e-05	2.7618e-05	2.2869e-05	1.4166e-05	1.8328e-05	2.9254e-05	6.5131e-05	1.2564e-05	1.8596e-05	1.072e-05	1.5502e-05	2.668e-05	2.2358e-05	4.0228e-05	2.3369e-05	2.5326e-05	2.473e-05	3.2241e-05	1.8453e-05	2.1092e-05	2.8294e-05	3.0408e-05	3.5722e-05	2.7581e-05	3.801e-05
0.00030502	0.005433	0.019505	0.0074929	0.077045	0.0017395	0.065687	0.01404	0.0025985	0.035605	0.00048786	0.016515	0.0005594	0.014266	0.0011278	0.0016815	0.003312	0.00045364	0.0016137	0.00045938	0.0024779	0.00058979	0.0034622	0.00087152	0.00014113	0.00070457	0.00023204	0.00064122	0.00021439	0.0017502	0.00023773	0.00087205	0.00069867	0.00015903	0.00043865	2.0369e-05	0.00021391	2.1484e-05	0.00030712	9.9693e-05	4.6763e-05	0.00014671	7.0565e-05	0.00015563	1.3702e-05	8.9355e-06	1.2505e-05	1.0544e-05	1.5474e-05	1.5849e-05	1.7854e-05	1.4035e-05	1.7901e-05	2.0499e-05	1.6584e-05	2.3111e-05	2.0568e-05	2.1004e-05	2.0789e-05	2.0395e-05	1.998e-05	1.4653e-05	2.6208e-05	1.9013e-05
0.001228	0.060173	0.0073769	0.019233	0.0030793	0.057854	0.04201	0.0098329	0.014114	0.0021373	0.031395	0.015374	0.016262	0.011315	0.0029426	0.0055683	0.0020399	0.0048003	0.0042743	0.00099915	0.0071982	0.00087089	0.0043072	0.00092834	0.0010377	0.001859	0.00030506	0.001784	0.00058594	0.0017694	0.0023603	0.0004896	0.0018308	4.8518e-05	8.2182e-05	0.00054692	0.00020421	0.00011709	2.2422e-05	0.0003703	0.00019831	0.00014079	0.00022156	6.7397e-05	2.3583e-05	0.00011929	3.9837e-05	3.5443e-05	4.2452e-05	4.2859e-05	4.1779e-05	6.7772e-05	4.2225e-05	4.0199e-05	9.7824e-05	8.564e-05	7.5946e-05	4.236e-05	5.5108e-05	5.1692e-05	8.8553e-05	5.3098e-05	7.6272e-05	8.0118e-05
0.031424	0.071033	0.047709	0.016692	0.052706	0.046155	0.032345	0.041261	0.014377	0.0263	0.02358	0.0059693	0.02022	0.0054066	0.010733	0.0048606	0.0091925	0.0073254	0.0091352	0.014586	0.0067005	0.012402	0.0041022	0.0070897	0.0054523	0.00086135	0.0079335	0.0048769	0.0035131	0.0036689	0.0022763	0.002415	0.0017099	0.0016154	0.0014894	0.00089983	0.00049402	0.0012326	0.0016787	0.0013665	0.00064222	0.00089588	0.0013434	0.0011035	0.00064144	0.00053956	1.8291e-05	9.1014e-06	8.5796e-06	9.7705e-06	1.1832e-05	6.6647e-06	1.1511e-05	1.0131e-05	1.1924e-05	1.4551e-05	1.1529e-05	1.2903e-05	2.127e-05	6.817e-06	1.3758e-05	8.9898e-06	6.7835e-06	1.2681e-05
