dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	el16	el17	el18	el19	el20	el21	el22	el23	el24	el25	el26	el27	el28	el29	el30	el31	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	stat45	stat46	stat47	stat48	stat49	stat50	stat51	stat52	stat53	stat54	stat55	stat56	stat57	stat58	stat59	stat60	stat61	stat62	stat63	stat64	stat65	stat66	stat67	stat68	stat69	stat70	stat71	stat72	stat73	stat74	stat75	stat76	class
0.0144	0.17345	0.23295	0.27134	0.25984	0.25538	0.39504	0.49515	0.44819	0.47989	0.48046	0.44038	0.49255	0.50018	0.46456	0.44704	0.46389	0.39209	0.38798	0.4559	0.51884	0.48313	0.52275	0.28711	0.051335	0.059086	0.053756	0.04594	0.051517	0.058647	0.060415	0.046948	0.046928	0.52275	0.094303	0.023516	-0.070786	0.0822	0.097911	0.1056	0.11334	0.12011	0.12157	0.55533	0.19413	0.27	0.34204	0.27935	0.059764	0.070388	0.048378	0.063454	0.052179	0.097104	0.12432	0.13154	0.12798	0.13357	0.10719	0.12542	0.099787	0.08056	0.098209	0.10068	0.081507	0.062419	0.068202	0.10283	0.10711	0.099113	0.043541	0.0068057	0.0022966	0.0035023	0.0081846	0.00086074	0.0028532	0.0024995	0.011129	0.002822	0.22699	0.27346	0.23843	0.25163	-0.048927	0.14081	-0.076585	0.068552	0.095997	0.078722	0.055463	-0.13991	0.10027	0.13575	-0.1322	-0.057544	-0.11253	0.077287	-0.1034	-0.1032	-0.0043734	-0.1407	0.075994	0.14132	0.13089	0.13819	0.1365	-0.14028	-0.030175	0.069966	0.12492	-0.1414	-0.089252	0.14098	0.14008	0.12768	0.023224	0.2099	0.32218	0.18402	-0.034538	-0.00098511	0.042638	-0.0076256	1.9483	380
0.013991	0.26467	0.35741	0.25199	0.29477	0.32074	0.38562	0.44833	0.34099	0.36223	0.35698	0.35455	0.3606	0.36629	0.30865	0.35139	0.37256	0.38856	0.38507	0.38579	0.4319	0.37058	0.38572	0.14987	0.023135	0.024902	0.026127	0.026327	0.025473	0.037821	0.039568	0.02946	0.032475	0.44833	0.27438	0.1825	-0.091874	0.086032	0.2823	0.299	0.31526	0.32852	0.32658	0.44388	0.23399	0.7504	0.84153	0.93699	0.053277	0.060709	0.10981	0.10686	0.12266	0.14211	0.23729	0.15166	0.16047	0.11994	0.13059	0.11847	0.13772	0.11012	0.14221	0.146	0.083565	0.090244	0.12443	0.05371	0.047599	0.034887	0.0096269	0.00065457	0.0028612	0.0010244	0.002851	0.0013853	0.0026415	0.0053166	0.0017057	0.0057286	0.18204	0.27891	0.21064	0.23932	-0.12061	0.14073	0.089032	0.026428	0.029349	-0.062317	0.023894	0.039735	0.021833	-0.058975	-0.025168	-0.032066	0.069927	-0.01042	0.041124	0.031933	-0.097109	-0.06781	0.014199	-0.0058125	0.053714	0.0028699	0.14139	0.081236	-0.14142	0.072393	-0.14142	0.12223	0.12754	-0.14064	-0.022102	0.129	0.3199	0.03186	0.13641	0.15264	0.048036	-0.048645	-0.013137	-0.023442	1.9191	505.5
0.010708	0.28549	0.34771	0.42128	0.34276	0.36565	0.44036	0.50051	0.36718	0.32191	0.28149	0.30393	0.37354	0.34687	0.3546	0.35679	0.34405	0.2872	0.30699	0.30083	0.2108	0.16619	0.29144	0.071006	0.026494	0.02508	0.028684	0.026215	0.038275	0.03907	0.022808	0.028002	0.030831	0.50051	0.15629	0.063134	-0.093159	0.06934	0.16788	0.19373	0.2222	0.25045	0.2691	0.42443	0.14687	0.35951	0.38744	0.39567	0.047966	0.0060309	0.04861	0.038008	0.045926	0.094226	0.12606	0.07931	0.068481	0.030636	0.042726	0.092436	0.060024	0.073528	0.14257	0.13765	0.096225	0.039198	0.061313	0.054542	0.029339	0.025974	0.0078851	0.0024399	0.0038419	0.001166	0.00015487	0.0022666	0.0052406	0.0010607	0.0038859	0.0020856	0.17146	0.18604	0.18729	0.18494	-0.092482	-0.0037573	0.088235	0.11159	0.075833	0.078745	0.056212	-0.10423	-0.045279	-0.12572	0.032587	0.080816	0.063694	0.10049	0.13121	0.13953	0.13681	-0.14142	-0.063312	0.12062	0.096627	0.098914	-0.027805	-0.010741	0.1337	0.13668	-0.12016	0.13132	0.1413	0.030109	0.11466	-0.04841	0.28255	0.071788	0.3663	0.22786	0.047567	-0.035276	0.071386	0.010386	1.8451	455
0.0086277	0.18522	0.2705	0.3395	0.32182	0.32744	0.16955	0.21791	0.1865	0.27288	0.35362	0.25526	0.18506	0.2841	0.26541	0.3723	0.34556	0.27215	0.23441	0.2468	0.10048	0.1282	0.33287	0.1199	0.028441	0.026124	0.030096	0.03785	0.041683	0.034065	0.035696	0.031495	0.032831	0.3723	0.2123	0.10666	-0.10564	0.051581	0.24192	0.31398	0.40376	0.50437	0.57997	0.26738	0.26762	0.65892	0.62329	0.34497	0.10081	0.098407	0.072829	0.029923	0.020164	0.056635	0.080667	0.013823	0.02357	0.057594	0.090248	0.053416	0.12529	0.12605	0.1728	0.16385	0.13022	0.11082	0.11679	0.047527	0.050488	0.132	0.024199	0.00045221	0.0012192	0.0043298	0.0038345	0.0080366	0.0075575	0.001312	0.0034133	0.0045111	0.21067	0.20998	0.2209	0.21834	-0.13776	0.063766	-0.044353	0.1413	-0.1229	0.094391	0.14056	0.020157	0.019484	-0.13538	0.13558	0.034769	0.070536	0.13522	0.14085	0.13723	0.12601	0.14097	0.1398	0.14039	0.14126	0.12349	0.10383	0.029187	-0.090955	-0.12015	0.12523	-0.13803	-0.14139	-0.02958	-0.11735	0.13143	0.36636	0.10386	0.39022	0.27354	0.066845	-0.02484	0.08824	0.025909	1.7389	958.5
0.012619	0.19683	0.31273	0.39687	0.3542	0.31998	0.49543	0.54957	0.49237	0.45191	0.46073	0.39793	0.51101	0.44271	0.40245	0.4165	0.39423	0.35894	0.35803	0.32198	0.36652	0.38102	0.36063	0.15604	0.024075	0.026743	0.029939	0.02541	0.030971	0.027594	0.034059	0.035666	0.038778	0.54957	0.20904	0.13512	-0.073918	0.077451	0.21963	0.24255	0.26646	0.28858	0.29868	0.51706	0.19773	0.41809	0.38473	0.39928	0.058655	0.11421	0.1725	0.14559	0.10638	0.082984	0.12087	0.076122	0.081503	0.090791	0.137	0.094333	0.070507	0.062544	0.1001	0.145	0.17278	0.17223	0.10114	0.045609	0.047833	0.06177	0.013329	0.0023249	0.0023897	0.0041581	0.0020704	0.0017808	0.0029177	0.0012345	0.010828	0.0027257	0.20108	0.28817	0.20232	0.2405	0.13508	-0.00068514	0.10271	0.062113	0.044457	0.1191	0.13778	-0.06013	-0.13564	-0.10774	-0.0068103	-0.12886	0.091667	-0.11052	-0.089038	0.046256	0.10028	0.090065	-0.0012182	-0.13463	0.083392	0.1327	0.14006	0.13782	-0.066895	-0.14073	-0.13545	0.063103	0.13659	-0.076051	0.14118	-0.056473	0.39962	0.20806	0.2019	0.27246	0.088974	-0.0032518	0.0084707	0.030994	1.729	906.5
0.0087198	0.66595	0.49062	0.48915	0.77308	0.61931	0.43983	0.45672	0.2891	0.24515	0.22558	0.35298	0.45696	0.48963	0.292	0.36956	0.38827	0.27399	0.24325	0.29569	0.21009	0.05942	0.23535	0.092303	0.023364	0.029637	0.033246	0.041433	0.034933	0.03799	0.0387	0.035699	0.036011	0.77308	0.25601	0.12969	-0.12632	0.056802	0.28616	0.35745	0.44291	0.53544	0.60573	0.69005	0.21883	0.36122	0.35717	0.32237	0.085522	0.10732	0.11224	0.082221	0.1035	0.11026	0.11211	0.078337	0.11604	0.10552	0.16709	0.15414	0.11642	0.085928	0.10667	0.084702	0.095833	0.071825	0.070533	0.03418	0.010399	0.0095467	0.0075493	0.0051497	0.0028128	0.0077855	0.0048991	0.0022253	0.0051405	0.0092212	0.0065044	0.0013473	0.091483	0.15976	0.07843	0.1296	0.13284	-0.034622	-0.057219	0.14033	0.11594	0.13903	0.13683	0.14095	0.13938	0.13559	0.13939	0.13946	0.12672	0.14026	0.13914	0.14057	0.14126	0.13871	0.14052	0.14081	0.13725	0.14058	0.1367	-0.10649	-0.11111	0.14112	0.13608	0.14133	-0.089445	0.14103	0.13996	-0.051296	0.34537	0.030095	0.35935	0.2385	0.070766	-0.048876	0.12092	0.006708	1.7939	1668
0.013897	0.45996	0.45984	0.31409	0.40798	0.41114	0.4828	0.49371	0.44949	0.34218	0.36675	0.34447	0.31241	0.31107	0.25663	0.31404	0.33489	0.2877	0.3125	0.33885	0.26681	0.13333	0.32689	0.11261	0.031971	0.038704	0.027547	0.037745	0.030012	0.024778	0.028398	0.03516	0.033405	0.49371	0.22737	0.13969	-0.087687	0.078975	0.23797	0.26077	0.2843	0.30573	0.31418	0.39971	0.2042	0.35845	0.36914	0.40531	0.26452	0.13147	0.13904	0.16695	0.16454	0.15366	0.090886	0.090826	0.024824	0.020214	0.085134	0.1443	0.14089	0.10505	0.096629	0.047769	0.053316	0.059668	0.025657	0.022291	0.0046179	0.027126	0.0061455	0.0097763	0.00057713	0.00094942	0.011541	0.0015885	0.006311	0.0030878	0.0047783	0.00025114	0.092709	0.2364	0.19969	0.1948	-0.13276	-0.13969	-0.12028	-0.033493	-0.03346	0.1388	0.13348	0.12636	0.12482	-0.13181	0.13749	0.13773	0.13707	0.12224	0.1351	0.13373	0.12065	0.13437	0.12973	-0.056234	0.14116	0.12392	-0.032086	0.13844	0.091738	-0.11982	0.12874	-0.044203	0.14134	0.13611	0.14109	0.087779	0.15784	0.13888	0.35142	0.30127	-0.0082485	-0.025686	0.07857	0.052325	1.6938	609
0.013486	0.41164	0.42089	0.29272	0.3817	0.37865	0.45433	0.46978	0.43638	0.33084	0.34547	0.33564	0.30186	0.29599	0.24673	0.30679	0.32674	0.27814	0.30748	0.33296	0.26242	0.13127	0.32149	0.11023	0.055711	0.051839	0.050051	0.049287	0.067109	0.033926	0.042395	0.034384	0.065688	0.46978	0.16477	0.094324	-0.07045	0.078928	0.17247	0.18904	0.20615	0.22173	0.22791	0.57079	0.12347	0.42896	0.38449	0.36206	0.23274	0.11971	0.099355	0.11661	0.11042	0.097183	0.071073	0.082004	0.041562	0.016461	0.045547	0.049601	0.058132	0.11665	0.1173	0.089068	0.032649	0.031111	0.017368	0.0061821	0.0083084	0.031298	0.0065712	0.0016148	0.0026239	0.0047825	0.0022765	0.0051543	0.001813	0.00039055	0.0012172	0.0012437	0.11258	0.22101	0.19776	0.18698	-0.13736	-0.017493	-0.13066	0.018112	0.013069	0.13846	0.069168	0.037271	0.1105	0.11684	0.02742	0.13156	0.1398	0.14093	0.13852	0.13341	0.13932	0.12295	-0.12038	0.11302	-0.028267	0.12669	-0.0076622	-0.12089	0.12151	-0.076062	0.044256	0.077003	-0.13825	-0.057004	-0.13036	-0.05188	0.15772	0.17526	0.36849	0.30109	-0.013124	-0.0059238	0.090851	0.062981	1.6888	504.5
0.0085153	0.47654	0.25085	0.24864	0.36333	0.16483	0.27233	0.41617	0.1511	0.091508	0.065293	0.087737	0.2293	0.19449	0.12286	0.17713	0.12442	0.057409	0.092244	0.091678	0.044844	0.045614	0.15584	0.028827	0.024887	0.023706	0.027696	0.030194	0.030514	0.033513	0.034663	0.037117	0.03396	0.47654	0.15995	0.070766	-0.089187	0.028862	0.20467	0.33433	0.53565	0.79702	0.87263	0.38074	0.21745	0.39812	0.48651	0.47893	0.25779	0.080279	0.042771	0.10116	0.036154	0.12871	0.19707	0.071441	0.044705	0.01874	0.024946	0.10843	0.091927	0.055598	0.083721	0.058873	0.027395	0.035473	0.043537	0.01317	0.012604	0.029448	0.0015402	0.0086118	0.00052028	0.0056291	0.0067812	0.0051783	0.0024139	0.0073631	0.0033559	0.0027603	0.16621	0.1379	0.076253	0.13666	-0.038216	0.13638	-0.093912	0.027006	0.10174	0.14137	0.13895	0.14085	0.10172	0.06652	0.1376	0.1407	0.14128	0.1411	0.14128	0.13989	0.12937	0.13334	0.13533	-0.032848	0.011504	0.10887	0.053704	0.14061	0.12672	-0.13896	0.11173	-0.14127	-0.11149	0.13739	-0.10962	-0.1413	0.63507	0.31418	0.47555	0.55468	0.33936	0.071072	0.16476	0.30678	1.1005	650
0.0093243	0.096816	0.25164	0.25248	0.28424	0.23094	0.19998	0.31264	0.39204	0.46031	0.4942	0.37714	0.36634	0.35373	0.21767	0.29607	0.19288	0.2696	0.28866	0.27704	0.1373	0.13835	0.03587	0.020294	0.02071	0.033653	0.023773	0.034423	0.034364	0.02394	0.026058	0.033848	0.029336	0.4942	0.2404	0.10654	-0.13386	0.058337	0.26729	0.33036	0.40515	0.48531	0.54597	0.3471	0.17746	0.46113	0.46559	0.52873	0.028135	0.08093	0.037117	0.071349	0.055915	0.046328	0.069757	0.13953	0.21867	0.2369	0.17898	0.17574	0.16784	0.0943	0.083251	0.06644	0.062258	0.064988	0.037253	0.012717	0.0077871	0.0036204	0.00048356	0.0012308	0.0010896	0.0032982	0.0048178	0.00049252	0.0021548	0.0017272	0.00051246	0.00090273	0.21476	0.28189	0.20649	0.24363	0.10748	0.10006	-0.14131	0.015217	0.14088	-0.079186	-0.082995	0.034685	0.13494	0.12381	0.13613	0.1229	0.13645	0.12507	0.11105	0.13935	0.045883	0.028368	-0.11602	0.019476	0.05019	0.027819	-0.078014	-0.13136	0.1142	-0.14086	0.11934	0.092184	0.11216	0.017064	0.14082	0.1381	0.3292	0.13149	0.38557	0.26198	0.061319	-0.028706	0.097648	0.019545	1.6999	580.5
0.010845	0.23147	0.2285	0.36257	0.31332	0.32666	0.40973	0.41343	0.29248	0.38198	0.4089	0.36634	0.3208	0.30195	0.29289	0.34226	0.38445	0.36461	0.28805	0.32444	0.24515	0.08229	0.21098	0.098937	0.030222	0.032533	0.033267	0.03531	0.030454	0.045493	0.034787	0.026832	0.027431	0.41343	0.15513	0.063263	-0.09187	0.068036	0.16727	0.19449	0.22471	0.25501	0.2756	0.57175	0.18924	0.475	0.63294	0.74693	0.036959	0.034767	0.047369	0.053013	0.078529	0.10703	0.076092	0.034022	0.075747	0.078648	0.071323	0.055341	0.10374	0.11823	0.1677	0.18676	0.17553	0.13021	0.089353	0.11626	0.036224	0.045384	0.0027079	0.0031351	0.00068273	0.0019467	0.00099234	0.0023001	0.0075011	0.0018846	0.0030186	0.0064731	0.20191	0.20751	0.18741	0.20183	0.026389	-0.098277	0.054385	0.070046	0.10927	0.10498	0.1413	-0.025357	0.14124	0.021975	0.10062	-0.06518	-0.0016967	0.10044	0.098429	0.10813	0.11867	0.10167	0.11205	0.13709	0.14131	-0.1152	-0.054411	-0.10945	-0.11312	0.052448	-0.13975	0.14142	0.13912	0.079751	0.13474	0.13369	0.18797	0.10404	0.39064	0.21216	-0.00053467	-0.035899	0.10109	0.0030964	1.8946	555
0.011461	0.20594	0.34625	0.2425	0.30827	0.28137	0.27173	0.42689	0.36821	0.34818	0.32125	0.31337	0.33129	0.37636	0.35092	0.35092	0.31404	0.36104	0.40417	0.3438	0.36548	0.31184	0.25995	0.093583	0.026315	0.024479	0.030573	0.029183	0.025844	0.031443	0.023693	0.026641	0.026342	0.42689	0.12348	0.037537	-0.085939	0.06383	0.13484	0.16081	0.19046	0.22109	0.24334	0.76116	0.15716	0.46206	0.52793	0.54972	0.094008	0.13749	0.083606	0.085509	0.081434	0.057912	0.069053	0.079457	0.061253	0.048366	0.051813	0.088867	0.10373	0.095716	0.12665	0.15085	0.16533	0.11742	0.050085	0.045872	0.045716	0.017468	0.0074159	0.0037553	0.0016357	0.0049902	0.0055718	0.0013998	0.0044472	0.0052796	0.0042723	0.0023446	0.24584	0.23383	0.17561	0.22436	-0.11213	0.048105	-0.10588	0.099417	-0.0087025	0.0080527	0.044201	0.13313	0.12531	-0.080366	0.11951	0.13515	-0.090079	-0.0016184	0.07768	0.12134	0.080816	0.020402	-0.14089	0.10277	0.13026	0.073681	0.10029	-0.13089	-0.13081	0.13171	0.14128	0.10971	-0.13588	0.11227	0.12225	-0.10303	0.25769	0.19077	0.32842	0.26467	0.023034	-0.0041767	0.054304	0.029407	1.7915	529
0.0094463	0.13806	0.21347	0.32619	0.27063	0.32971	0.34161	0.40032	0.3842	0.31467	0.23327	0.23721	0.24287	0.25677	0.30341	0.32848	0.42122	0.43507	0.45492	0.45268	0.42798	0.13547	0.30903	0.11676	0.067612	0.044522	0.069364	0.039967	0.044788	0.054996	0.066483	0.057136	0.07454	0.45492	0.17519	0.093673	-0.081522	0.062114	0.19237	0.23191	0.27759	0.32532	0.36062	0.62962	0.24769	0.8181	0.80959	0.81936	0.019199	0.087334	0.085523	0.13111	0.11925	0.016461	0.037286	0.050851	0.027911	0.027692	0.030989	0.050558	0.095036	0.12949	0.15525	0.17072	0.17685	0.18487	0.18764	0.11744	0.053002	0.010379	0.0072311	0.0027822	0.0038222	0.0064433	0.0049935	0.0089732	0.0069216	0.0027655	0.0042238	0.0063136	0.18287	0.2108	0.2031	0.20082	-0.11427	-0.14051	0.091553	-0.022381	0.10333	-0.12936	-0.081288	0.049225	-0.12962	-0.11708	-0.13077	0.12757	0.14132	0.12904	0.14139	0.11489	0.11603	0.12699	0.12731	0.1233	0.12917	0.0025464	-0.049298	0.033243	0.076641	-0.083107	-0.1368	-0.12002	0.14042	-0.14052	-0.13177	0.1324	0.40202	0.1518	0.3188	0.2777	0.14389	-0.0080784	0.06961	0.050573	1.7505	479
0.0092516	0.14377	0.24393	0.30045	0.2581	0.36882	0.23769	0.31532	0.15007	0.21869	0.24372	0.17786	0.2391	0.25634	0.30159	0.33098	0.41917	0.43239	0.47299	0.46465	0.43707	0.13623	0.047065	0.026825	0.040929	0.029466	0.032526	0.032165	0.036762	0.026233	0.031327	0.026679	0.032737	0.47299	0.27369	0.15213	-0.12156	0.058463	0.30417	0.37562	0.46027	0.55092	0.61949	0.3074	0.20054	0.70964	0.75896	0.82839	0.017155	0.035684	0.10685	0.086221	0.10395	0.017845	0.039915	0.0088059	0.063691	0.052077	0.064432	0.11431	0.12009	0.14278	0.15644	0.19911	0.20483	0.22356	0.21977	0.20657	0.064414	0.0036414	0.00062036	0.00056778	0.0047856	0.0083165	0.00090175	0.0040017	0.008041	0.0018916	0.0046913	0.0033689	0.1751	0.25451	0.20976	0.225	0.12166	-0.1292	-0.062393	-0.12254	-0.099355	-0.12696	0.12892	-0.12657	-0.059325	-0.043078	0.075028	0.12708	0.13686	0.13922	0.13772	0.13503	0.13847	0.14128	0.14042	0.1414	0.14079	-0.0068006	-0.14116	-0.12884	0.095856	-0.12131	-0.092139	-0.13538	-0.13376	-0.14115	0.13763	0.12191	0.42161	0.034415	0.31252	0.21673	0.15887	-0.046073	0.06139	0.0047013	1.8094	531.5
0.016652	0.27892	0.32713	0.29974	0.42584	0.4337	0.52314	0.54624	0.44707	0.43767	0.44702	0.43277	0.41188	0.40266	0.41768	0.41505	0.43812	0.4329	0.44421	0.42274	0.40372	0.40686	0.3447	0.175	0.029793	0.022694	0.035598	0.033993	0.039919	0.029318	0.029369	0.024773	0.033106	0.54624	0.2048	0.052495	-0.15231	0.086313	0.21058	0.22274	0.23456	0.24413	0.24237	0.79129	0.24608	0.63644	0.7043	0.66574	0.10897	0.10829	0.092077	0.15803	0.13951	0.14199	0.14769	0.18726	0.22864	0.23122	0.20245	0.20693	0.16295	0.11721	0.11295	0.11903	0.10241	0.097555	0.099088	0.088289	0.083835	0.070746	0.019036	0.0017496	0.0034621	0.0053134	0.0068534	0.0013024	0.003097	0.0015277	0.0021348	0.00066843	0.22975	0.29077	0.16269	0.24556	-0.050718	0.14137	0.13507	0.028947	-0.02389	0.12108	0.14142	-0.085185	-0.00040422	0.008373	-0.04149	-0.003816	-0.072036	-0.14054	-0.13907	-0.11749	-0.10274	0.12573	0.14125	0.13275	0.14073	0.12744	0.13807	-0.098278	0.14058	0.13191	0.14016	-0.14048	0.067668	0.13873	0.13881	0.13835	0.063972	0.15052	0.39963	0.19226	-0.032017	-0.028044	0.11295	-0.0073784	1.816	706
0.014148	0.28687	0.31473	0.29961	0.33597	0.34987	0.36702	0.34247	0.34552	0.38881	0.43133	0.43389	0.42846	0.38348	0.39384	0.38452	0.35683	0.35792	0.3479	0.37842	0.4268	0.36586	0.42234	0.23246	0.051659	0.052687	0.037727	0.062945	0.039243	0.061107	0.062883	0.065036	0.064994	0.43389	0.22207	0.10173	-0.12034	0.093909	0.22452	0.22965	0.23398	0.23602	0.22616	0.17012	0.16954	0.45151	0.41527	0.56369	0.12247	0.13657	0.069516	0.053702	0.054378	0.0446	0.054433	0.03086	0.099437	0.11326	0.11118	0.070256	0.094666	0.17986	0.17702	0.16651	0.14247	0.034249	0.044653	0.057582	0.055463	0.053142	0.017826	0.0015588	0.00086717	0.0016198	0.0025342	0.0016824	0.0036859	0.00042454	0.00087466	0.00086252	0.15816	0.25111	0.21315	0.2173	-0.065447	-0.12962	-0.013154	-0.075905	0.070595	0.079038	0.098443	-0.084215	0.032025	0.0099511	0.040833	0.08181	0.056344	0.092314	0.1152	0.11694	0.11396	-0.13734	-0.1389	-0.097234	-0.11417	0.14142	0.055189	-0.079568	0.09852	-0.1055	-0.043471	-0.020203	0.10307	0.11674	0.1272	0.074484	0.12691	0.09464	0.33501	0.20676	-0.0035909	-0.019283	0.063851	0.015325	1.8656	510
0.012087	0.20252	0.24947	0.33701	0.24596	0.35483	0.44799	0.59982	0.51913	0.53703	0.46659	0.43088	0.46301	0.49128	0.51198	0.49785	0.47735	0.43565	0.49716	0.44459	0.45059	0.43337	0.43621	0.22681	0.017455	0.024572	0.021644	0.026909	0.027819	0.029021	0.023099	0.02471	0.025792	0.59982	0.1457	0.057567	-0.088129	0.083291	0.15087	0.16187	0.17285	0.18228	0.18356	0.72975	0.15857	0.6286	0.62775	0.6206	0.0050354	0.054453	0.044046	0.014576	0.068687	0.059905	0.080612	0.071883	0.10008	0.18847	0.18836	0.19339	0.13555	0.070678	0.03059	0.020524	0.036366	0.044742	0.03574	0.032831	0.031445	0.043234	0.0073873	0.0015845	0.0043154	0.0047687	0.0020649	0.0014916	0.0010084	0.00030099	0.0021626	0.0014845	0.18497	0.24737	0.18161	0.20969	0.014933	-0.089696	0.1321	0.075006	0.13588	-0.14002	-0.075465	-0.045783	-0.054413	0.11643	0.12504	0.13933	0.14068	0.10029	0.07741	-0.060267	0.1414	0.14138	0.071207	0.10561	-0.0071885	0.061229	0.14011	0.083962	0.12975	-0.11502	-0.069694	-0.037793	0.059254	0.12858	0.12277	0.10316	0.26962	0.17027	0.37055	0.25955	0.067152	-0.020342	0.11214	0.031978	1.7715	657.5
0.0090262	0.14706	0.38091	0.31804	0.4134	0.33062	0.22809	0.28907	0.32021	0.29738	0.42756	0.41129	0.429	0.36594	0.32929	0.32498	0.29184	0.32643	0.2162	0.12389	0.079331	0.10775	0.26827	0.11335	0.014048	0.023447	0.020841	0.026007	0.026517	0.027382	0.021645	0.023339	0.024425	0.429	0.16156	0.089205	-0.072354	0.054211	0.18228	0.23195	0.29262	0.35944	0.41016	0.60443	0.095741	0.52952	0.55732	0.55364	0.016451	0.11939	0.11398	0.042884	0.044223	0.011682	0.034539	0.024772	0.019435	0.056058	0.07669	0.16217	0.17331	0.15225	0.15875	0.14056	0.066531	0.032044	0.058572	0.015749	0.007497	0.01584	0.0043685	0.0018218	0.0028114	0.0010544	0.0036743	0.0040396	0.0011859	0.00075438	0.00091239	0.00015808	0.17706	0.21845	0.18924	0.1984	0.10844	-0.073872	-0.066755	-0.1063	0.12769	-0.096033	-0.021666	0.13736	0.036426	-0.049523	0.09747	0.14107	0.13406	0.1283	0.10182	0.11819	-0.069685	0.013632	0.14095	0.11963	-0.097387	0.13356	0.1414	-0.13576	0.14082	0.11633	-0.011255	-0.13688	0.091631	-0.1303	-0.1229	-0.1183	0.42596	0.14444	0.35564	0.28579	0.15223	-0.024487	0.088098	0.042479	1.6887	657.5
0.015048	0.26845	0.34972	0.30854	0.30229	0.32748	0.4242	0.45176	0.45724	0.4135	0.39057	0.36024	0.41523	0.36243	0.40869	0.43809	0.38371	0.38964	0.34782	0.33673	0.34942	0.37783	0.39914	0.19136	0.015601	0.012614	0.016904	0.015773	0.010953	0.0062632	0.0043235	0.0043596	0.0033513	0.45724	0.14822	0.13171	-0.016512	0.074662	0.15687	0.17579	0.19589	0.215	0.22544	0.5574	0.21494	0.20094	0.71301	0.77761	0.0072045	0.085687	0.08601	0.080505	0.051157	0.12087	0.14052	0.14396	0.12873	0.17058	0.11477	0.14782	0.096031	0.1198	0.14522	0.14771	0.11628	0.12223	0.10218	0.083746	0.075484	0.10437	0.043344	0.00089278	0.0011087	0.0058325	0.00060345	0.0012648	6.8611e-05	2.3322e-05	0.00028415	0.00094439	0.17593	0.20176	0.22324	0.21276	0.10359	-0.13544	0.1292	0.11025	0.14106	0.12222	-0.041927	-0.000334	-0.078878	-0.10502	-0.14125	-0.14124	-0.13808	-0.11883	-0.091576	-0.12793	-0.13463	-0.13804	-0.14142	0.0078239	0.096439	-0.038387	0.042161	0.14117	0.10565	0.14139	0.14008	-0.13895	-0.012291	0.12674	0.14114	0.14139	0.36723	0.034927	0.025423	0.11596	0.085617	-0.031411	-0.035887	-0.026901	1.9617	789.5
0.012482	0.18281	0.28374	0.2936	0.27032	0.33648	0.45921	0.36737	0.35489	0.36321	0.35626	0.34417	0.3046	0.30966	0.33273	0.35975	0.34002	0.31025	0.34341	0.34057	0.3284	0.38464	0.39275	0.19618	0.016752	0.012994	0.020576	0.017546	0.017658	0.015496	0.011051	0.0066759	0.0095052	0.45921	0.16161	0.09552	-0.066091	0.083494	0.16727	0.17929	0.19127	0.20153	0.20274	0.46333	0.25789	0.53421	0.54505	0.47752	0.078677	0.11137	0.075236	0.087692	0.060621	0.11401	0.039744	0.0063655	0.058756	0.056279	0.089281	0.048611	0.092029	0.10572	0.11677	0.073838	0.093738	0.0783	0.057482	0.049417	0.063461	0.060087	0.021913	0.0017215	0.00036352	0.0013772	0.0021421	0.001609	0.00046984	0.0005381	0.00048503	0.00080322	0.22428	0.28715	0.22413	0.24991	0.14069	0.036928	0.13806	0.13899	-0.13822	0.11984	-0.13239	-0.10954	-0.13925	0.03524	0.11665	0.1304	0.10342	0.071817	0.098132	0.032647	0.1091	0.0018474	-0.073611	-0.032557	0.092867	0.13402	0.13942	0.1384	-0.068902	0.13196	0.14115	-0.14051	-0.13923	0.074926	-0.10223	-0.078915	0.18931	0.088744	0.085055	0.13018	0.0041308	-0.024431	-0.022285	-0.011928	1.9129	452.5
